PID,age,sex,marital_status,job,employment_since,credit_hist,credit_amount,purpose,duration,installment_rate,debtors,residence_since,property,installment_other,housing,existing_credits,liable_people,monthly_rent_or_mortgage,tel,online_banking,foreign,checking_account,savings,default
15661159,39,female,single,skilled employee / official,5,critical account,250,radio/television,10,3,none,2,unknown /no property,none,own,1,1,191,none,yes,yes,no checking account,41,2
15967898,32,male,divorced/separated,management/self-employed/highly qualified,4,existing credits paid,3039,car (new),22,4,guarantor,2,unknown /no property,none,own,1,1,207,none,yes,no,378,51,2
10103913,75,male,married/widowed,skilled employee / official,19,critical account,5620,radio/television,21,2,none,4,life insurance,stores,own,1,1,172,registered,no,yes,133,2265,1
11962333,35,male,single,unskilled - resident,9,existing credits paid,667,car (new),23,4,none,4,real estate,none,own,1,1,162,none,yes,yes,162,67,1
5287111,37,female,single,skilled employee / official,3,critical account,2218,car (used),15,2,none,1,car or other,none,rent,1,1,295,registered,yes,yes,115,88,2
13421847,59,male,divorced/separated,unemployed/unskilled - non-resident,6,critical account,2211,radio/television,18,3,none,4,real estate,none,own,1,2,193,none,yes,yes,no checking account,51,1
16269254,26,male,divorced/separated,skilled employee / official,<1 year,critical account,5721,furniture/equipment,7,4,none,4,real estate,bank,for free,1,2,202,registered,yes,yes,124,unknown,2
1921539,47,female,single,unskilled - resident,unemployed,existing credits paid,536,furniture/equipment,35,4,none,3,unknown /no property,none,own,1,1,27,none,yes,yes,no checking account,45,2
3076840,37,male,single,management/self-employed/highly qualified,12,existing credits paid,250,car (new),10,4,none,4,real estate,none,own,1,1,191,none,yes,yes,no checking account,19,2
428120,20,male,single,skilled employee / official,3,existing credits paid,1446,education,36,2,co-applicant,4,real estate,bank,for free,2,2,190,registered,yes,yes,no checking account,62,2
2538862,42,female,single,skilled employee / official,3,all paid,2866,car (new),12,3,none,4,real estate,none,own,1,1,1185,none,yes,yes,-261,13,1
15311114,42,male,single,skilled employee / official,<1 year,existing credits paid,5196,car (new),7,2,none,4,life insurance,none,own,3,1,231,none,no,yes,no checking account,94,1
14367748,19,male,single,skilled employee / official,7,no credits,4363,car (new),10,2,none,4,car or other,none,own,1,2,1185,none,yes,yes,-164,96,2
10124565,75,male,divorced/separated,management/self-employed/highly qualified,4,critical account,2061,radio/television,38,4,none,3,car or other,none,own,1,1,152,none,yes,yes,167,15,1
9332351,31,male,single,unskilled - resident,<1 year,critical account,1198,furniture/equipment,21,2,none,3,car or other,none,own,1,1,32,none,no,yes,-179,40,1
1813193,36,female,divorced/separated,skilled employee / official,3,no credits,375,car (new),12,4,none,2,real estate,none,own,1,1,182,registered,yes,yes,no checking account,unknown,2
14368233,44,male,divorced/separated,skilled employee / official,1,critical account,250,furniture/equipment,4,4,none,4,unknown /no property,none,own,2,1,221,registered,yes,yes,no checking account,unknown,1
5662575,47,male,single,management/self-employed/highly qualified,13,critical account,250,car (new),12,4,none,4,real estate,bank,own,1,1,213,none,no,yes,10,45,2
2065051,39,male,single,skilled employee / official,<1 year,all paid,13352,furniture/equipment,10,3,none,3,unknown /no property,none,own,1,1,191,none,no,no,no checking account,32,1
16174786,34,male,single,skilled employee / official,15,critical account,931,car (new),4,4,none,2,car or other,none,rent,2,1,830,registered,yes,no,no checking account,67,2
10446061,28,male,divorced/separated,skilled employee / official,8,existing credits paid,1927,car (new),14,1,none,2,car or other,bank,for free,1,1,206,none,yes,yes,no checking account,550,1
14451061,22,male,divorced/separated,skilled employee / official,<1 year,critical account,250,car (new),9,4,none,4,real estate,none,rent,1,1,449,none,yes,yes,no checking account,unknown,1
4437295,22,female,married/widowed,management/self-employed/highly qualified,7,critical account,2603,furniture/equipment,28,4,none,3,unknown /no property,bank,own,1,1,285,registered,yes,no,no checking account,28,1
6901371,31,male,divorced/separated,skilled employee / official,<1 year,delay,1985,car (new),5,3,none,1,real estate,bank,for free,1,1,207,registered,no,yes,-118,unknown,2
1688062,43,male,single,skilled employee / official,<1 year,critical account,1343,car (new),7,4,none,2,real estate,none,own,1,1,184,registered,yes,yes,405,unknown,2
12700783,34,male,single,management/self-employed/highly qualified,9,no credits,250,domestic appliances,13,1,none,3,life insurance,none,for free,1,1,231,none,yes,yes,-180,2,1
16140926,61,male,divorced/separated,management/self-employed/highly qualified,4,all paid,1371,business,31,4,none,4,unknown /no property,bank,own,1,1,222,registered,yes,yes,-152,906,1
3563292,38,male,single,skilled employee / official,14,existing credits paid,2115,car (new),12,1,none,3,real estate,none,own,1,1,213,registered,yes,yes,no checking account,379,1
12448793,48,male,single,skilled employee / official,1,existing credits paid,9249,education,21,4,none,3,unknown /no property,bank,own,1,2,233,none,yes,yes,no checking account,unknown,1
11739789,28,male,single,skilled employee / official,9,existing credits paid,1905,car (new),34,2,none,1,car or other,none,own,1,1,228,none,yes,yes,153,41,2
4338990,24,female,married/widowed,management/self-employed/highly qualified,2,critical account,4359,repairs,71,2,none,4,unknown /no property,bank,own,2,1,299,none,no,yes,9,17,2
16184276,35,male,single,skilled employee / official,<1 year,all paid,250,car (new),18,4,none,4,car or other,stores,own,2,1,192,registered,no,yes,105,2603,1
15470190,57,male,divorced/separated,unemployed/unskilled - non-resident,5,existing credits paid,5833,furniture/equipment,33,2,none,4,real estate,none,for free,1,1,452,registered,yes,yes,102,272,1
4650989,48,male,divorced/separated,skilled employee / official,5,existing credits paid,250,furniture/equipment,18,2,none,3,real estate,none,rent,1,1,197,registered,yes,yes,171,2248,2
12053340,48,female,married/widowed,unskilled - resident,24,existing credits paid,3895,car (used),18,4,none,1,car or other,none,rent,1,1,547,registered,yes,yes,no checking account,49,1
2502309,52,female,divorced/separated,skilled employee / official,17,critical account,2901,furniture/equipment,22,3,none,1,car or other,stores,own,1,1,191,none,yes,yes,no checking account,unknown,1
3516228,36,male,single,management/self-employed/highly qualified,<1 year,critical account,1291,car (new),14,4,co-applicant,1,unknown /no property,none,own,1,1,199,none,yes,yes,no checking account,unknown,2
5272340,47,female,single,skilled employee / official,<1 year,critical account,608,car (new),5,4,none,3,real estate,none,own,1,1,779,registered,yes,yes,122,42,1
1649132,35,female,single,management/self-employed/highly qualified,8,existing credits paid,5302,car (new),12,2,guarantor,4,unknown /no property,bank,own,3,1,205,none,yes,yes,no checking account,77,2
2141603,29,female,single,unskilled - resident,<1 year,critical account,2634,business,18,4,none,4,life insurance,none,own,1,1,455,registered,yes,yes,-127,61,2
9751096,30,male,single,management/self-employed/highly qualified,12,critical account,2080,furniture/equipment,20,4,co-applicant,2,life insurance,none,own,1,1,212,none,yes,yes,-173,733,2
4685799,30,male,single,management/self-employed/highly qualified,<1 year,critical account,1007,car (new),12,2,none,3,life insurance,none,own,2,2,185,registered,yes,yes,no checking account,1,1
16512294,33,male,single,skilled employee / official,13,critical account,2016,furniture/equipment,55,4,none,1,life insurance,bank,for free,3,1,315,none,yes,yes,no checking account,792,1
13542261,49,male,single,unskilled - resident,2,critical account,2866,furniture/equipment,16,4,none,3,life insurance,none,own,2,1,184,none,yes,yes,no checking account,64,2
12287250,30,male,divorced/separated,management/self-employed/highly qualified,2,all paid,2691,radio/television,22,2,none,4,real estate,none,rent,1,1,179,none,yes,yes,109,78,1
9749613,44,male,single,management/self-employed/highly qualified,1,critical account,4960,radio/television,46,2,none,4,car or other,bank,own,2,2,16,none,yes,yes,176,726,1
1175344,26,male,single,skilled employee / official,<1 year,critical account,8606,car (new),24,4,co-applicant,3,life insurance,none,own,1,1,223,registered,no,yes,no checking account,100,2
16450833,35,male,single,management/self-employed/highly qualified,2,critical account,5595,car (new),5,2,none,4,real estate,bank,own,2,1,214,none,yes,yes,-264,9,2
12980504,54,male,single,management/self-employed/highly qualified,26,existing credits paid,350,education,42,4,none,4,real estate,none,own,1,1,391,none,yes,yes,no checking account,unknown,2
5975073,29,male,single,skilled employee / official,3,existing credits paid,1890,furniture/equipment,22,3,none,4,real estate,none,own,2,1,190,none,yes,yes,no checking account,4,1
11890208,31,male,single,skilled employee / official,1,existing credits paid,5058,car (new),7,4,none,3,life insurance,none,own,1,1,467,none,yes,yes,164,80,1
9561953,75,male,single,unskilled - resident,2,delay,2669,radio/television,26,1,none,2,real estate,none,own,2,2,157,registered,yes,yes,no checking account,unknown,1
16133762,45,male,single,management/self-employed/highly qualified,unemployed,existing credits paid,2155,car (new),40,2,guarantor,3,unknown /no property,none,own,1,1,173,registered,yes,yes,474,unknown,2
659434,41,male,single,unskilled - resident,5,existing credits paid,3729,radio/television,14,4,none,2,unknown /no property,none,rent,1,1,236,registered,yes,yes,no checking account,74,2
983785,52,female,single,skilled employee / official,<1 year,existing credits paid,1083,business,10,4,none,3,life insurance,none,for free,1,1,258,none,no,yes,no checking account,182,2
12593541,55,male,single,skilled employee / official,15,critical account,1250,car (used),35,2,none,4,real estate,none,rent,1,1,17,none,yes,yes,no checking account,unknown,2
4155206,32,male,single,management/self-employed/highly qualified,<1 year,critical account,2920,car (new),19,2,none,1,real estate,none,own,1,1,183,none,yes,yes,68,unknown,2
1399915,41,female,divorced/separated,unemployed/unskilled - non-resident,<1 year,critical account,3628,furniture/equipment,25,1,co-applicant,2,car or other,stores,own,1,1,1185,none,yes,yes,no checking account,50,2
1499134,31,male,single,unemployed/unskilled - non-resident,3,delay,3412,radio/television,36,2,none,4,unknown /no property,none,own,1,1,468,registered,no,yes,no checking account,1385,1
8869477,30,male,married/widowed,management/self-employed/highly qualified,7,critical account,11038,business,51,4,none,4,car or other,bank,own,2,1,1185,none,yes,yes,no checking account,24,1
8109351,30,male,divorced/separated,skilled employee / official,<1 year,all paid,250,car (new),15,4,none,4,real estate,none,own,1,1,175,registered,yes,yes,-242,11,1
9973483,56,male,single,unskilled - resident,1,critical account,4019,business,47,2,none,1,real estate,none,own,1,1,225,none,yes,yes,151,157,1
526240,29,male,single,unskilled - resident,11,all paid,3019,car (used),29,4,none,4,life insurance,none,own,2,2,204,none,yes,yes,no checking account,45,1
946686,35,female,single,unskilled - resident,5,delay,270,radio/television,25,4,none,4,car or other,none,own,2,1,214,registered,yes,yes,-244,923,2
8250328,28,female,divorced/separated,skilled employee / official,4,critical account,250,car (new),44,4,none,4,unknown /no property,none,own,1,2,189,none,yes,yes,no checking account,48,2
10455381,28,male,divorced/separated,skilled employee / official,6,critical account,1154,car (new),26,4,none,4,car or other,none,rent,2,1,1041,registered,no,yes,57,64,1
16730875,30,male,divorced/separated,skilled employee / official,3,existing credits paid,1096,car (new),46,4,none,1,life insurance,none,own,1,1,675,registered,yes,yes,no checking account,39,2
3308466,34,male,single,management/self-employed/highly qualified,7,critical account,1323,car (new),13,4,none,4,real estate,none,own,2,1,180,none,yes,yes,451,unknown,1
16611182,39,female,married/widowed,unskilled - resident,1,existing credits paid,250,radio/television,15,4,none,4,life insurance,none,own,2,1,187,none,no,yes,-317,89,2
568610,29,male,single,skilled employee / official,10,all paid,2756,car (new),59,1,guarantor,4,car or other,none,own,1,1,17,none,yes,yes,123,unknown,2
7558790,49,male,divorced/separated,skilled employee / official,unemployed,existing credits paid,1212,car (new),33,4,none,4,real estate,none,for free,2,2,185,none,no,yes,-193,39,2
8838682,32,male,divorced/separated,skilled employee / official,<1 year,critical account,250,radio/television,32,2,none,1,unknown /no property,none,own,1,2,189,registered,yes,yes,-295,28,2
16661398,35,male,married/widowed,management/self-employed/highly qualified,unemployed,critical account,2604,radio/television,51,4,none,1,life insurance,stores,rent,1,1,184,none,no,yes,no checking account,918,1
4323415,23,male,married/widowed,skilled employee / official,7,critical account,5101,radio/television,18,4,guarantor,4,life insurance,none,own,2,2,54,registered,no,yes,-234,unknown,1
581136,36,male,single,unskilled - resident,unemployed,existing credits paid,2070,car (new),17,3,none,2,real estate,none,own,1,1,226,none,yes,yes,319,40,1
6086876,33,male,single,skilled employee / official,unemployed,existing credits paid,6272,car (new),24,4,none,4,car or other,none,own,1,1,201,none,yes,yes,-163,24,2
3231635,46,female,divorced/separated,skilled employee / official,1,critical account,2291,radio/television,31,2,none,4,real estate,none,own,2,1,61,registered,no,yes,no checking account,unknown,1
2041585,61,male,divorced/separated,skilled employee / official,5,existing credits paid,999,car (new),9,4,none,4,unknown /no property,stores,own,1,1,741,registered,yes,yes,no checking account,58,1
3126526,24,female,married/widowed,unskilled - resident,unemployed,existing credits paid,5097,car (new),19,4,none,4,unknown /no property,none,own,1,1,229,registered,yes,yes,169,93,1
9233522,42,male,divorced/separated,skilled employee / official,7,existing credits paid,2196,car (used),71,2,none,4,car or other,stores,own,1,1,188,none,yes,yes,-157,14,2
6499944,23,male,single,skilled employee / official,unemployed,critical account,2977,others,26,4,none,4,car or other,none,own,2,2,190,registered,no,yes,149,52,2
10767943,29,male,single,skilled employee / official,7,critical account,2876,car (new),25,4,none,4,real estate,none,own,3,1,229,registered,yes,yes,no checking account,unknown,1
12259588,34,male,single,skilled employee / official,16,existing credits paid,2781,car (new),33,4,none,4,life insurance,bank,own,1,2,198,none,yes,yes,-225,77,2
6532957,32,female,single,skilled employee / official,<1 year,critical account,250,furniture/equipment,8,4,none,2,unknown /no property,stores,own,1,2,556,registered,yes,yes,164,unknown,2
238384,33,male,single,skilled employee / official,1,delay,420,car (used),24,3,none,3,life insurance,none,own,2,1,215,none,yes,yes,99,57,2
711365,27,male,married/widowed,skilled employee / official,7,delay,975,business,11,3,none,2,car or other,bank,own,3,1,1121,none,yes,yes,109,unknown,2
9174537,46,male,single,unemployed/unskilled - non-resident,7,critical account,250,business,6,2,none,1,real estate,bank,own,1,1,189,none,yes,yes,no checking account,27,1
3071938,29,male,divorced/separated,unskilled - resident,<1 year,existing credits paid,2445,furniture/equipment,18,4,none,4,unknown /no property,none,own,2,1,209,none,yes,yes,no checking account,858,1
10912893,52,male,single,skilled employee / official,4,critical account,3683,car (used),18,4,none,4,car or other,stores,own,2,1,184,registered,yes,yes,no checking account,355,2
2356557,37,male,divorced/separated,skilled employee / official,6,all paid,3982,furniture/equipment,6,2,none,4,unknown /no property,none,own,2,2,181,none,yes,yes,no checking account,unknown,1
7055943,46,male,single,management/self-employed/highly qualified,15,critical account,5686,car (new),16,1,none,3,life insurance,none,rent,1,2,187,none,yes,yes,147,37,1
9263070,19,male,single,skilled employee / official,<1 year,critical account,706,radio/television,28,2,none,4,life insurance,none,for free,1,1,1185,none,no,yes,-141,414,2
16386846,25,female,single,unemployed/unskilled - non-resident,8,existing credits paid,250,car (used),16,4,none,4,life insurance,stores,rent,1,1,1097,registered,yes,yes,-219,9,2
10747600,47,female,single,unskilled - resident,4,no credits,2895,car (new),17,2,none,4,real estate,none,rent,2,2,446,registered,no,yes,no checking account,unknown,1
7269490,32,male,divorced/separated,skilled employee / official,13,existing credits paid,599,car (new),34,4,none,2,real estate,bank,own,2,1,351,registered,yes,no,-270,285,1
7929527,46,male,divorced/separated,management/self-employed/highly qualified,unemployed,critical account,5181,car (new),19,1,none,4,car or other,none,own,1,1,193,none,no,yes,no checking account,39,2
12121965,38,female,single,skilled employee / official,6,existing credits paid,3115,radio/television,10,4,none,1,real estate,none,own,1,1,183,registered,yes,yes,90,unknown,1
9657293,23,male,single,skilled employee / official,4,critical account,469,furniture/equipment,26,4,guarantor,2,unknown /no property,stores,own,1,1,959,none,yes,yes,-210,unknown,1
12498769,64,male,single,management/self-employed/highly qualified,5,critical account,4528,furniture/equipment,20,2,none,4,unknown /no property,bank,own,1,1,179,none,yes,no,114,200,2
4362218,75,female,single,skilled employee / official,<1 year,critical account,1323,car (new),4,3,none,4,real estate,none,own,1,1,219,registered,no,yes,583,392,2
7065399,61,male,single,skilled employee / official,6,existing credits paid,250,furniture/equipment,18,4,none,4,life insurance,none,own,1,1,837,registered,yes,yes,4,92,1
13672321,31,male,single,skilled employee / official,9,existing credits paid,1215,car (new),24,4,none,2,car or other,none,own,1,1,535,registered,no,yes,no checking account,793,1
5332162,36,male,divorced/separated,unskilled - resident,2,existing credits paid,250,car (used),25,4,co-applicant,4,car or other,none,rent,2,1,217,none,yes,yes,no checking account,56,2
8427175,38,male,single,management/self-employed/highly qualified,<1 year,critical account,3846,furniture/equipment,17,2,guarantor,4,real estate,none,own,1,1,398,registered,yes,yes,no checking account,319,1
2226277,45,male,divorced/separated,skilled employee / official,7,critical account,1023,furniture/equipment,6,2,none,2,life insurance,none,for free,1,1,1123,registered,yes,yes,66,697,2
16634632,65,male,married/widowed,skilled employee / official,<1 year,critical account,17047,car (used),15,4,none,2,life insurance,none,own,1,1,200,none,no,no,51,145,2
12640109,29,male,divorced/separated,unskilled - resident,6,critical account,13551,business,24,4,none,4,real estate,stores,own,3,1,197,none,yes,no,625,32,1
4850593,28,male,single,skilled employee / official,2,existing credits paid,9276,furniture/equipment,19,4,none,3,life insurance,none,for free,2,1,205,none,yes,yes,no checking account,216,2
2482403,26,female,single,unskilled - resident,8,critical account,250,car (new),19,4,co-applicant,4,real estate,bank,own,1,1,202,none,no,yes,no checking account,16,1
10677884,21,male,single,management/self-employed/highly qualified,3,critical account,5604,car (new),45,4,guarantor,3,car or other,none,own,2,2,197,none,no,yes,-210,78,2
2779853,27,male,divorced/separated,unskilled - resident,9,existing credits paid,1550,car (new),24,4,none,4,unknown /no property,none,for free,1,2,111,none,no,yes,no checking account,37,2
9967902,52,male,divorced/separated,management/self-employed/highly qualified,<1 year,existing credits paid,2934,car (new),4,4,none,4,unknown /no property,none,own,2,1,224,none,yes,yes,74,67,1
16655271,23,male,single,skilled employee / official,7,critical account,250,car (new),4,4,none,1,life insurance,none,own,1,1,183,none,yes,yes,no checking account,unknown,1
11179380,34,female,single,skilled employee / official,<1 year,all paid,340,car (new),16,4,none,4,real estate,bank,own,1,1,166,registered,no,yes,135,51,2
14252239,64,female,single,unskilled - resident,<1 year,critical account,1546,others,14,4,none,4,car or other,none,for free,1,1,198,registered,no,no,no checking account,21,1
10443767,34,male,single,skilled employee / official,<1 year,existing credits paid,2076,car (new),23,2,none,4,unknown /no property,none,own,1,1,72,none,yes,no,no checking account,93,2
12418956,27,male,divorced/separated,skilled employee / official,10,critical account,4229,radio/television,13,3,none,1,unknown /no property,none,own,1,1,212,registered,yes,yes,no checking account,370,2
5034004,28,male,divorced/separated,skilled employee / official,2,all paid,2498,furniture/equipment,43,4,none,4,life insurance,none,rent,1,1,187,registered,yes,yes,70,51,2
15366513,45,male,single,unskilled - resident,9,critical account,1519,car (new),12,4,none,4,car or other,none,rent,1,1,216,none,yes,yes,99,72,1
13947003,32,female,single,skilled employee / official,7,critical account,3876,car (new),10,4,none,4,real estate,bank,own,1,2,196,none,yes,yes,no checking account,441,1
15336932,39,female,single,skilled employee / official,<1 year,all paid,14484,car (new),4,3,none,3,real estate,bank,own,1,1,174,registered,no,yes,681,31,2
4409852,44,male,single,management/self-employed/highly qualified,2,delay,3946,business,20,4,none,3,life insurance,none,rent,1,1,220,none,yes,yes,no checking account,unknown,1
11422889,28,male,divorced/separated,unskilled - resident,11,critical account,446,car (new),9,1,none,1,unknown /no property,none,own,1,1,342,registered,yes,yes,no checking account,173,1
9924396,27,male,single,skilled employee / official,7,critical account,1819,car (new),36,4,none,4,real estate,none,rent,1,1,183,none,yes,yes,189,311,2
712593,38,male,divorced/separated,unskilled - resident,<1 year,existing credits paid,671,education,36,4,none,4,car or other,none,own,2,1,213,registered,yes,yes,no checking account,33,2
16565869,36,male,divorced/separated,skilled employee / official,unemployed,critical account,2958,car (new),19,2,co-applicant,1,real estate,none,own,1,1,473,registered,yes,yes,no checking account,82,2
3490407,54,male,married/widowed,management/self-employed/highly qualified,5,existing credits paid,3164,radio/television,21,1,none,3,real estate,none,own,2,1,163,none,yes,yes,no checking account,68,1
3796834,36,male,single,management/self-employed/highly qualified,<1 year,delay,843,car (used),10,4,guarantor,2,life insurance,bank,own,1,1,213,registered,yes,yes,no checking account,38,1
434741,37,male,single,management/self-employed/highly qualified,5,existing credits paid,1689,business,11,4,none,4,car or other,none,own,2,2,167,registered,yes,yes,-220,unknown,2
109657,29,male,single,skilled employee / official,<1 year,existing credits paid,1328,car (used),17,4,none,4,life insurance,none,own,1,1,587,none,yes,yes,no checking account,69,1
7532125,29,male,divorced/separated,unskilled - resident,2,critical account,3208,car (used),17,4,guarantor,1,real estate,none,own,1,1,235,registered,yes,yes,no checking account,129,1
11763516,45,male,single,unskilled - resident,23,existing credits paid,1569,car (new),5,4,none,4,life insurance,none,own,1,2,175,none,yes,yes,no checking account,57,2
2723156,41,female,divorced/separated,skilled employee / official,20,existing credits paid,2233,business,22,4,none,4,real estate,bank,rent,1,1,197,none,yes,yes,no checking account,56,1
3063506,26,female,married/widowed,unemployed/unskilled - non-resident,7,existing credits paid,3597,car (new),20,3,none,4,real estate,bank,own,2,1,186,registered,yes,yes,90,unknown,2
14233442,41,female,divorced/separated,skilled employee / official,1,critical account,250,car (new),25,4,none,4,real estate,bank,own,2,2,185,none,yes,yes,-230,163,2
5171686,31,male,single,skilled employee / official,1,existing credits paid,5491,car (new),14,2,none,3,real estate,none,for free,4,1,80,registered,yes,yes,no checking account,24,1
12779418,51,female,single,skilled employee / official,3,critical account,4406,car (used),16,1,none,4,car or other,stores,own,1,1,193,none,yes,yes,3,779,2
3306040,70,male,single,unskilled - resident,<1 year,critical account,4367,furniture/equipment,41,4,none,4,unknown /no property,none,own,2,1,215,none,yes,yes,no checking account,27,2
7708970,37,male,single,skilled employee / official,<1 year,critical account,2614,car (new),17,4,none,1,life insurance,none,own,2,1,174,none,yes,yes,151,51,1
3556932,59,male,married/widowed,skilled employee / official,3,critical account,3597,furniture/equipment,20,4,guarantor,2,life insurance,bank,rent,1,1,358,none,yes,yes,no checking account,60,1
9807535,37,male,single,management/self-employed/highly qualified,1,existing credits paid,250,car (used),9,3,none,2,real estate,none,for free,2,1,39,registered,yes,yes,200,436,2
14104059,41,male,single,management/self-employed/highly qualified,1,critical account,2483,business,9,4,none,4,life insurance,none,own,2,1,187,none,yes,yes,77,89,2
7980642,31,male,single,unskilled - resident,4,critical account,6286,furniture/equipment,14,2,none,1,real estate,none,own,1,1,209,registered,yes,yes,-240,67,1
14725093,36,male,divorced/separated,unskilled - resident,2,critical account,890,furniture/equipment,15,3,none,4,life insurance,bank,own,1,2,238,none,yes,yes,472,34,2
2608633,34,female,divorced/separated,unskilled - resident,7,existing credits paid,1932,radio/television,22,3,none,4,real estate,none,own,1,1,216,none,yes,yes,104,694,2
15865606,35,male,single,skilled employee / official,4,critical account,1933,car (new),71,2,none,4,life insurance,none,rent,1,1,585,registered,yes,yes,43,unknown,1
1619086,33,male,divorced/separated,skilled employee / official,1,critical account,7774,car (new),12,2,none,1,real estate,none,for free,2,1,232,registered,yes,yes,77,unknown,1
15109439,38,male,divorced/separated,management/self-employed/highly qualified,16,existing credits paid,955,business,12,2,none,4,real estate,bank,own,1,1,215,registered,yes,no,no checking account,unknown,2
15243924,32,male,single,management/self-employed/highly qualified,<1 year,existing credits paid,416,business,9,4,none,3,real estate,none,own,2,1,199,none,no,yes,150,68,1
13375185,50,male,single,skilled employee / official,<1 year,critical account,1807,car (new),28,4,none,4,real estate,bank,for free,1,2,185,none,yes,yes,512,6,1
5671838,34,male,divorced/separated,management/self-employed/highly qualified,<1 year,all paid,250,business,20,3,none,3,real estate,none,own,2,1,273,none,yes,yes,627,unknown,2
11509305,75,male,divorced/separated,skilled employee / official,54,delay,1088,furniture/equipment,6,3,none,4,real estate,none,own,1,1,283,registered,yes,no,no checking account,2663,1
15694166,34,male,divorced/separated,skilled employee / official,4,existing credits paid,1068,repairs,14,4,none,4,car or other,none,rent,2,1,169,none,yes,yes,no checking account,unknown,2
13045739,26,male,divorced/separated,unskilled - resident,8,delay,250,car (new),24,1,none,4,real estate,none,rent,2,1,208,registered,yes,yes,-223,unknown,2
5499360,34,female,single,unskilled - resident,<1 year,critical account,1360,furniture/equipment,42,2,guarantor,2,real estate,none,own,1,2,175,none,yes,no,no checking account,8,1
1311845,71,male,single,skilled employee / official,4,critical account,11165,furniture/equipment,45,4,none,3,real estate,none,own,1,1,180,none,yes,yes,130,64,2
1166991,35,female,divorced/separated,skilled employee / official,3,critical account,1183,radio/television,39,3,none,3,unknown /no property,none,for free,1,1,227,none,no,no,-254,37,2
9264904,36,male,single,skilled employee / official,2,critical account,2448,radio/television,4,2,none,4,real estate,none,own,1,1,233,none,yes,yes,71,40,1
12143352,49,male,single,skilled employee / official,2,critical account,5317,car (new),10,2,none,2,unknown /no property,none,own,2,1,205,registered,yes,yes,524,17,2
10184282,43,male,single,skilled employee / official,21,all paid,2051,car (new),23,4,guarantor,3,real estate,none,for free,1,1,192,registered,no,yes,387,51,1
6652080,29,male,single,management/self-employed/highly qualified,7,critical account,4643,car (new),22,4,none,4,unknown /no property,none,own,1,1,182,registered,yes,yes,37,16,1
10735919,41,male,single,skilled employee / official,1,all paid,486,car (new),18,4,guarantor,3,life insurance,none,own,2,1,209,registered,yes,yes,no checking account,694,1
15345023,51,male,single,skilled employee / official,16,critical account,253,car (used),17,2,none,2,unknown /no property,bank,own,2,1,232,none,no,yes,-259,unknown,2
71857,52,female,divorced/separated,skilled employee / official,3,critical account,2968,radio/television,25,4,none,3,real estate,stores,rent,2,2,190,registered,yes,yes,no checking account,32,2
215999,27,female,married/widowed,unskilled - resident,7,critical account,2236,furniture/equipment,13,1,none,1,life insurance,none,rent,3,1,231,none,no,no,no checking account,unknown,2
15927838,42,male,divorced/separated,unskilled - resident,23,existing credits paid,9127,furniture/equipment,14,4,co-applicant,2,unknown /no property,none,rent,1,1,222,none,no,no,81,46,2
14776753,47,male,single,skilled employee / official,6,no credits,3036,car (new),52,4,none,4,life insurance,none,rent,2,1,391,none,no,yes,159,26,2
13779738,30,male,divorced/separated,skilled employee / official,<1 year,critical account,2610,radio/television,15,4,none,4,unknown /no property,none,own,1,2,189,none,no,yes,no checking account,138,2
10474712,52,male,single,unskilled - resident,5,existing credits paid,1298,business,61,1,none,4,life insurance,none,for free,1,1,180,none,no,yes,55,220,2
9442615,32,male,single,skilled employee / official,2,existing credits paid,11865,radio/television,7,2,none,4,real estate,bank,own,1,2,217,registered,yes,yes,0,unknown,2
1213698,26,male,single,skilled employee / official,<1 year,existing credits paid,274,car (new),17,2,none,4,car or other,none,own,1,1,363,none,yes,yes,no checking account,13,1
4325754,26,male,single,unskilled - resident,5,critical account,499,car (new),34,2,none,4,real estate,bank,for free,2,1,356,registered,yes,no,-206,25,2
5195976,30,male,single,unskilled - resident,7,all paid,1926,retraining,24,2,none,2,real estate,none,rent,2,2,29,registered,yes,yes,182,334,2
5465292,42,male,divorced/separated,management/self-employed/highly qualified,2,critical account,4517,furniture/equipment,19,4,none,2,real estate,none,own,3,1,891,none,yes,yes,101,206,2
7014447,23,male,divorced/separated,management/self-employed/highly qualified,<1 year,existing credits paid,4739,furniture/equipment,26,3,none,4,unknown /no property,bank,own,1,2,212,none,yes,no,no checking account,263,2
14020731,44,male,single,skilled employee / official,3,critical account,4058,car (new),63,4,none,4,real estate,none,own,2,1,190,registered,yes,yes,31,66,1
7585486,40,male,single,skilled employee / official,<1 year,critical account,2420,car (new),7,4,none,2,real estate,none,own,1,1,0,registered,yes,yes,no checking account,791,1
5930657,24,male,single,unskilled - resident,1,delay,1393,furniture/equipment,4,3,none,4,car or other,none,own,1,1,54,none,no,yes,no checking account,32,2
7827326,42,male,single,unskilled - resident,2,critical account,2355,car (new),11,4,none,4,car or other,none,own,1,1,229,none,yes,yes,no checking account,unknown,1
15697404,31,male,single,skilled employee / official,4,existing credits paid,920,furniture/equipment,11,3,none,2,real estate,none,for free,2,1,228,registered,yes,yes,no checking account,unknown,1
5558862,36,female,divorced/separated,management/self-employed/highly qualified,13,critical account,14837,car (new),8,4,co-applicant,1,car or other,bank,own,1,1,199,none,yes,yes,18,52,1
